1,-1
1.1,-0.9
1.2,-0.8
1.3,-0.7
1.4,-0.6
1.5,-0.5
1.6,-0.4
1.7,-0.3
1.8,-0.2
1.9,-0.1
2,0
2.1,0.1
2.2,0.2
2.3,0.3
2.4,0.4
2.5,0.5
2.6,0.6
2.7,0.7
2.8,0.8
2.9,0.9
3,1
3.1,1.1
3.2,1.2
3.3,1.3
3.4,1.4
3.5,1.5
3.6,1.6
3.7,1.7
3.8,1.8
3.9,1.9
4,2
4.1,2.1
4.2,2.2
4.3,2.3
4.4,2.4
4.5,2.5
4.6,2.6
4.7,2.7
4.8,2.8
4.9,2.9
5,3
5.1,3.1
5.2,3.2
5.3,3.3
5.4,3.4
5.5,3.5
5.6,3.6
5.7,3.7
5.8,3.8
5.9,3.9
6,4
6.1,4.1
6.2,4.2
6.29999999999999,4.3
6.39999999999999,4.4
6.49999999999999,4.5
6.59999999999999,4.6
6.69999999999999,4.7
6.79999999999999,4.8
6.89999999999999,4.9
6.99999999999999,5
7.09999999999999,5.1
7.19999999999999,5.2
7.29999999999999,5.3
7.39999999999999,5.4
7.49999999999999,5.5
7.59999999999999,5.6
7.69999999999999,5.7
7.79999999999999,5.8
7.89999999999999,5.9
7.99999999999999,6
8.09999999999999,6.09999999999999
8.19999999999999,6.19999999999999
8.29999999999999,6.29999999999999
8.39999999999999,6.39999999999999
8.49999999999999,6.49999999999999
8.59999999999999,6.59999999999999
8.69999999999999,6.69999999999999
8.79999999999999,6.79999999999999
8.89999999999999,6.89999999999999
8.99999999999999,6.99999999999999
9.09999999999999,7.09999999999999
9.19999999999999,7.19999999999999
9.29999999999999,7.29999999999999
9.39999999999998,7.39999999999999
9.49999999999998,7.49999999999999
9.59999999999998,7.59999999999999
9.69999999999998,7.69999999999999
9.79999999999998,7.79999999999999
9.89999999999998,7.89999999999999
9.99999999999998,7.99999999999999
10.1,8.09999999999999
10.2,8.19999999999999
10.3,8.29999999999999
10.4,8.39999999999999
10.5,8.49999999999999
10.6,8.59999999999999
10.7,8.69999999999999
10.8,8.79999999999999
10.9,8.89999999999998
11,8.99999999999998
11.1,9.09999999999998
11.2,9.19999999999998
11.3,9.29999999999998
11.4,9.39999999999998
11.5,9.49999999999998
11.6,9.59999999999998
11.7,9.69999999999998
11.8,9.79999999999998
11.9,9.89999999999998
12,9.99999999999998
12.1,10.1
12.2,10.2
12.3,10.3
12.4,10.4
12.5,10.5
12.6,10.6
12.7,10.7
12.8,10.8
12.9,10.9
13,11
13.1,11.1
13.2,11.2
13.3,11.3
13.4,11.4
13.5,11.5
13.6,11.6
13.7,11.7
13.8,11.8
13.9,11.9
14,12
14.1,12.1
14.2,12.2
14.3,12.3
14.4,12.4
14.5,12.5
14.6,12.6
14.7,12.7
14.8,12.8
14.9,12.9
15,13
15.1,13.1
15.2,13.2
15.3,13.3
15.4,13.4
15.5,13.5
15.6,13.6
15.7,13.7
15.8,13.8
15.9,13.9
16,14
16.1,14.1
16.2,14.2
16.3,14.3
16.4,14.4
16.5,14.5
16.6,14.6
16.7,14.7
16.8,14.8
16.9,14.9
17,15
17.1,15.1
17.2,15.2
17.3,15.3
17.4,15.4
17.5,15.5
17.6,15.6
17.7,15.7
17.8,15.8
17.9,15.9
18,16
18.1,16.1
18.2,16.2
18.3,16.3
18.4,16.4
18.5,16.5
18.6,16.6
18.7,16.7
18.8,16.8
18.9,16.9
19,17
19.1,17.1
19.2,17.2
19.3,17.3
19.4,17.4
19.5,17.5
19.6,17.6
19.7,17.7
19.8,17.8
19.9,17.9
20,18
20.1,18.1
20.2,18.2
20.3,18.3
20.4,18.4
20.5,18.5
20.6,18.6
20.7,18.7
20.8,18.8
20.9,18.9
21,19
21.1,19.1
21.2,19.2
21.3,19.3
21.4,19.4
21.5,19.5
21.6,19.6
21.7,19.7
21.8,19.8
21.9,19.9
22,20
22.1,20.1
22.2,20.2
22.3,20.3
22.4,20.4
22.5000000000001,20.5
22.6000000000001,20.6
22.7000000000001,20.7
22.8000000000001,20.8
22.9000000000001,20.9
23.0000000000001,21
23.1000000000001,21.1
23.2000000000001,21.2
23.3000000000001,21.3
23.4000000000001,21.4
23.5000000000001,21.5
23.6000000000001,21.6
23.7000000000001,21.7
23.8000000000001,21.8
23.9000000000001,21.9
24.0000000000001,22
24.1000000000001,22.1
24.2000000000001,22.2
24.3000000000001,22.3
24.4000000000001,22.4
24.5000000000001,22.5
24.6000000000001,22.6000000000001
24.7000000000001,22.7000000000001
24.8000000000001,22.8000000000001
24.9000000000001,22.9000000000001
25.0000000000001,23.0000000000001
25.1000000000001,23.1000000000001
25.2000000000001,23.2000000000001
25.3000000000001,23.3000000000001
25.4000000000001,23.4000000000001
25.5000000000001,23.5000000000001
25.6000000000001,23.6000000000001
25.7000000000001,23.7000000000001
25.8000000000001,23.8000000000001
25.9000000000001,23.9000000000001
26.0000000000001,24.0000000000001
26.1000000000001,24.1000000000001
26.2000000000001,24.2000000000001
26.3000000000001,24.3000000000001
26.4000000000001,24.4000000000001
26.5000000000001,24.5000000000001
26.6000000000001,24.6000000000001
26.7000000000001,24.7000000000001
26.8000000000001,24.8000000000001
26.9000000000001,24.9000000000001
27.0000000000001,25.0000000000001
27.1000000000001,25.1000000000001
27.2000000000001,25.2000000000001
27.3000000000001,25.3000000000001
27.4000000000001,25.4000000000001
27.5000000000001,25.5000000000001
27.6000000000001,25.6000000000001
27.7000000000001,25.7000000000001
27.8000000000001,25.8000000000001
27.9000000000001,25.9000000000001
28.0000000000001,26.0000000000001
28.1000000000001,26.1000000000001
28.2000000000001,26.2000000000001
28.3000000000001,26.3000000000001
28.4000000000001,26.4000000000001
28.5000000000001,26.5000000000001
28.6000000000001,26.6000000000001
28.7000000000001,26.7000000000001
28.8000000000001,26.8000000000001
28.9000000000001,26.9000000000001
29.0000000000001,27.0000000000001
29.1000000000001,27.1000000000001
29.2000000000001,27.2000000000001
29.3000000000001,27.3000000000001
29.4000000000001,27.4000000000001
29.5000000000002,27.5000000000001
29.6000000000002,27.6000000000001
29.7000000000002,27.7000000000001
29.8000000000002,27.8000000000001
29.9000000000002,27.9000000000001
30.0000000000002,28.0000000000001
30.1000000000002,28.1000000000001
30.2000000000002,28.2000000000001
30.3000000000002,28.3000000000001
30.4000000000002,28.4000000000001
30.5000000000002,28.5000000000001
30.6000000000002,28.6000000000001
30.7000000000002,28.7000000000001
30.8000000000002,28.8000000000001
30.9000000000002,28.9000000000001
